season,round,race_name,circuit_id,date,driver_id,constructor_id,grid,position,position_text,points,laps,status
1991,2,Brazilian Grand Prix,interlagos,1991-03-24,suzuki,larrousse,17,26,R,0,0,Fuel pump
1991,3,San Marino Grand Prix,imola,1991-04-28,senna,mclaren,1,1,1,10,61,Finished
1991,3,San Marino Grand Prix,imola,1991-04-28,berger,mclaren,5,2,2,6,61,Finished
1991,3,San Marino Grand Prix,imola,1991-04-28,lehto,dallara,16,3,3,4,60,+1 Lap
1991,3,San Marino Grand Prix,imola,1991-04-28,martini,minardi,9,4,4,3,59,+2 Laps
1991,3,San Marino Grand Prix,imola,1991-04-28,hakkinen,team_lotus,25,5,5,2,58,+3 Laps
1991,3,San Marino Grand Prix,imola,1991-04-28,bailey,team_lotus,26,6,6,1,58,+3 Laps
1991,3,San Marino Grand Prix,imola,1991-04-28,boutsen,ligier,24,7,7,0,58,+3 Laps
1991,3,San Marino Grand Prix,imola,1991-04-28,blundell,brabham,23,8,8,0,58,+3 Laps
1991,3,San Marino Grand Prix,imola,1991-04-28,poele,lambo,21,9,9,0,57,Out of fuel
1991,3,San Marino Grand Prix,imola,1991-04-28,comas,ligier,19,10,10,0,57,+4 Laps
1991,3,San Marino Grand Prix,imola,1991-04-28,brundle,brabham,18,11,11,0,57,+4 Laps
1991,3,San Marino Grand Prix,imola,1991-04-28,gugelmin,leyton,15,12,12,0,55,Engine
1991,3,San Marino Grand Prix,imola,1991-04-28,moreno,benetton,13,13,13,0,54,Engine
1991,3,San Marino Grand Prix,imola,1991-04-28,modena,tyrrell,6,14,R,0,41,Transmission
1991,3,San Marino Grand Prix,imola,1991-04-28,cesaris,jordan,11,15,R,0,37,Gearbox
1991,3,San Marino Grand Prix,imola,1991-04-28,gachot,jordan,13,16,R,0,37,Suspension
1991,3,San Marino Grand Prix,imola,1991-04-28,capelli,leyton,22,17,R,0,24,Spun off
1991,3,San Marino Grand Prix,imola,1991-04-28,bernard,lola,17,18,R,0,17,Engine
1991,3,San Marino Grand Prix,imola,1991-04-28,patrese,williams,2,19,R,0,17,Electrical
1991,3,San Marino Grand Prix,imola,1991-04-28,satoru_nakajima,tyrrell,10,20,R,0,15,Transmission
1991,3,San Marino Grand Prix,imola,1991-04-28,morbidelli,minardi,8,21,R,0,10,Gearbox
1991,3,San Marino Grand Prix,imola,1991-04-28,alesi,ferrari,7,22,R,0,2,Spun off
1991,3,San Marino Grand Prix,imola,1991-04-28,suzuki,lola,20,23,R,0,2,Spun off
1991,3,San Marino Grand Prix,imola,1991-04-28,piquet,benetton,14,24,R,0,1,Spun off
1991,3,San Marino Grand Prix,imola,1991-04-28,mansell,williams,4,25,R,0,0,Collision
1991,3,San Marino Grand Prix,imola,1991-04-28,prost,ferrari,3,26,W,0,0,Spun off
1991,4,Monaco Grand Prix,monaco,1991-05-12,senna,mclaren,1,1,1,10,78,Finished
1991,4,Monaco Grand Prix,monaco,1991-05-12,mansell,williams,5,2,2,6,78,Finished
1991,4,Monaco Grand Prix,monaco,1991-05-12,alesi,ferrari,9,3,3,4,78,Finished
1991,4,Monaco Grand Prix,monaco,1991-05-12,moreno,benetton,8,4,4,3,77,+1 Lap
1991,4,Monaco Grand Prix,monaco,1991-05-12,prost,ferrari,7,5,5,2,77,+1 Lap
1991,4,Monaco Grand Prix,monaco,1991-05-12,pirro,dallara,12,6,6,1,77,+1 Lap
1991,4,Monaco Grand Prix,monaco,1991-05-12,boutsen,ligier,16,7,7,0,76,+2 Laps
1991,4,Monaco Grand Prix,monaco,1991-05-12,gachot,jordan,23,8,8,0,76,+2 Laps
1991,4,Monaco Grand Prix,monaco,1991-05-12,bernard,lola,13,9,9,0,76,+2 Laps
1991,4,Monaco Grand Prix,monaco,1991-05-12,comas,ligier,26,10,10,0,76,+2 Laps
1991,4,Monaco Grand Prix,monaco,1991-05-12,lehto,dallara,21,11,11,0,75,+3 Laps
1991,4,Monaco Grand Prix,monaco,1991-05-12,martini,minardi,14,12,12,0,72,+6 Laps
1991,4,Monaco Grand Prix,monaco,1991-05-12,hakkinen,team_lotus,25,13,R,0,64,Oil leak
1991,4,Monaco Grand Prix,monaco,1991-05-12,morbidelli,minardi,17,14,R,0,49,Gearbox
1991,4,Monaco Grand Prix,monaco,1991-05-12,gugelmin,leyton,15,15,R,0,43,Throttle
1991,4,Monaco Grand Prix,monaco,1991-05-12,modena,tyrrell,2,16,R,0,42,Engine
1991,4,Monaco Grand Prix,monaco,1991-05-12,patrese,williams,3,17,R,0,42,Spun off
1991,4,Monaco Grand Prix,monaco,1991-05-12,blundell,brabham,19,18,R,0,41,Spun off
1991,4,Monaco Grand Prix,monaco,1991-05-12,alboreto,footwork,22,19,R,0,39,Engine
1991,4,Monaco Grand Prix,monaco,1991-05-12,satoru_nakajima,tyrrell,11,20,R,0,35,Spun off
1991,4,Monaco Grand Prix,monaco,1991-05-12,suzuki,lola,20,21,R,0,24,Engine
1991,4,Monaco Grand Prix,monaco,1991-05-12,cesaris,jordan,10,22,R,0,21,Throttle
1991,4,Monaco Grand Prix,monaco,1991-05-12,capelli,leyton,18,23,R,0,12,Brakes
1991,4,Monaco Grand Prix,monaco,1991-05-12,tarquini,ags,24,24,R,0,9,Gearbox
1991,4,Monaco Grand Prix,monaco,1991-05-12,berger,mclaren,6,25,R,0,9,Spun off
1991,4,Monaco Grand Prix,monaco,1991-05-12,piquet,benetton,4,26,R,0,0,Suspension
1991,5,Canadian Grand Prix,villeneuve,1991-06-02,piquet,benetton,8,1,1,10,69,Finished
1991,5,Canadian Grand Prix,villeneuve,1991-06-02,modena,tyrrell,9,2,2,6,69,Finished
1991,5,Canadian Grand Prix,villeneuve,1991-06-02,patrese,williams,1,3,3,4,69,Finished
1991,5,Canadian Grand Prix,villeneuve,1991-06-02,cesaris,jordan,11,4,4,3,69,Finished
1991,5,Canadian Grand Prix,villeneuve,1991-06-02,gachot,jordan,14,5,5,2,69,Finished
1991,5,Canadian Grand Prix,villeneuve,1991-06-02,mansell,williams,2,6,6,1,68,Electrical
1991,5,Canadian Grand Prix,villeneuve,1991-06-02,martini,minardi,18,7,7,0,68,+1 Lap
1991,5,Canadian Grand Prix,villeneuve,1991-06-02,comas,ligier,26,8,8,0,68,+1 Lap
1991,5,Canadian Grand Prix,villeneuve,1991-06-02,pirro,dallara,10,9,9,0,68,+1 Lap
1991,5,Canadian Grand Prix,villeneuve,1991-06-02,satoru_nakajima,tyrrell,12,10,10,0,67,+2 Laps
1991,5,Canadian Grand Prix,villeneuve,1991-06-02,gugelmin,leyton,23,11,R,0,61,Engine
1991,5,Canadian Grand Prix,villeneuve,1991-06-02,lehto,dallara,17,12,R,0,50,Engine
1991,5,Canadian Grand Prix,villeneuve,1991-06-02,johansson,footwork,25,13,R,0,48,Throttle
1991,5,Canadian Grand Prix,villeneuve,1991-06-02,capelli,leyton,13,14,R,0,42,Engine
1991,5,Canadian Grand Prix,villeneuve,1991-06-02,alesi,ferrari,7,15,R,0,34,Engine
1991,5,Canadian Grand Prix,villeneuve,1991-06-02,bernard,lola,19,16,R,0,29,Gearbox
1991,5,Canadian Grand Prix,villeneuve,1991-06-02,prost,ferrari,4,17,R,0,27,Gearbox
1991,5,Canadian Grand Prix,villeneuve,1991-06-02,boutsen,ligier,16,18,R,0,27,Engine
1991,5,Canadian Grand Prix,villeneuve,1991-06-02,senna,mclaren,3,19,R,0,25,Alternator
1991,5,Canadian Grand Prix,villeneuve,1991-06-02,hakkinen,team_lotus,24,20,R,0,21,Spun off
1991,5,Canadian Grand Prix,villeneuve,1991-06-02,brundle,brabham,20,21,R,0,21,Engine
1991,5,Canadian Grand Prix,villeneuve,1991-06-02,morbidelli,minardi,15,22,R,0,20,Spun off
1991,5,Canadian Grand Prix,villeneuve,1991-06-02,moreno,benetton,5,23,R,0,10,Suspension
1991,5,Canadian Grand Prix,villeneuve,1991-06-02,berger,mclaren,6,24,R,0,4,Injection
1991,5,Canadian Grand Prix,villeneuve,1991-06-02,suzuki,lola,22,25,R,0,3,Fuel leak
1991,5,Canadian Grand Prix,villeneuve,1991-06-02,alboreto,footwork,21,26,R,0,2,Throttle
1991,6,Mexican Grand Prix,rodriguez,1991-06-16,patrese,williams,1,1,1,10,67,Finished
1991,6,Mexican Grand Prix,rodriguez,1991-06-16,mansell,williams,2,2,2,6,67,Finished
1991,6,Mexican Grand Prix,rodriguez,1991-06-16,senna,mclaren,3,3,3,4,67,Finished
1991,6,Mexican Grand Prix,rodriguez,1991-06-16,cesaris,jordan,11,4,4,3,66,+1 Lap
1991,6,Mexican Grand Prix,rodriguez,1991-06-16,moreno,benetton,9,5,5,2,66,+1 Lap
1991,6,Mexican Grand Prix,rodriguez,1991-06-16,bernard,lola,23,6,6,1,66,+1 Lap
1991,6,Mexican Grand Prix,rodriguez,1991-06-16,morbidelli,minardi,14,7,7,0,66,+1 Lap
1991,6,Mexican Grand Prix,rodriguez,1991-06-16,boutsen,ligier,10,8,8,0,65,+2 Laps
1991,6,Mexican Grand Prix,rodriguez,1991-06-16,hakkinen,team_lotus,24,9,9,0,65,+2 Laps
1991,6,Mexican Grand Prix,rodriguez,1991-06-16,herbert,team_lotus,25,10,10,0,65,+2 Laps
1991,6,Mexican Grand Prix,rodriguez,1991-06-16,modena,tyrrell,8,11,11,0,65,+2 Laps
1991,6,Mexican Grand Prix,rodriguez,1991-06-16,satoru_nakajima,tyrrell,13,12,12,0,64,+3 Laps
1991,6,Mexican Grand Prix,rodriguez,1991-06-16,blundell,brabham,12,13,R,0,54,Engine
1991,6,Mexican Grand Prix,rodriguez,1991-06-16,gachot,jordan,20,14,R,0,51,Spun off
1991,6,Mexican Grand Prix,rodriguez,1991-06-16,suzuki,lola,19,15,R,0,48,Gearbox
1991,6,Mexican Grand Prix,rodriguez,1991-06-16,piquet,benetton,6,16,R,0,44,Wheel bearing
1991,6,Mexican Grand Prix,rodriguez,1991-06-16,alesi,ferrari,4,17,R,0,42,Clutch
1991,6,Mexican Grand Prix,rodriguez,1991-06-16,lehto,dallara,16,18,R,0,30,Engine
1991,6,Mexican Grand Prix,rodriguez,1991-06-16,alboreto,footwork,26,19,R,0,24,Engine
1991,6,Mexican Grand Prix,rodriguez,1991-06-16,brundle,brabham,17,20,R,0,20,Wheel
1991,6,Mexican Grand Prix,rodriguez,1991-06-16,capelli,leyton,22,21,R,0,19,Engine
1991,6,Mexican Grand Prix,rodriguez,1991-06-16,prost,ferrari,7,22,R,0,16,Alternator
1991,6,Mexican Grand Prix,rodriguez,1991-06-16,gugelmin,leyton,18,23,R,0,15,Engine
1991,6,Mexican Grand Prix,rodriguez,1991-06-16,grouillard,fondmetal,21,24,R,0,13,Engine
1991,6,Mexican Grand Prix,rodriguez,1991-06-16,berger,mclaren,5,25,R,0,5,Engine
1991,6,Mexican Grand Prix,rodriguez,1991-06-16,martini,minardi,15,26,R,0,4,Spun off
1991,7,French Grand Prix,magny_cours,1991-07-07,mansell,williams,4,1,1,10,72,Finished
1991,7,French Grand Prix,magny_cours,1991-07-07,prost,ferrari,2,2,2,6,72,Finished
1991,7,French Grand Prix,magny_cours,1991-07-07,senna,mclaren,3,3,3,4,72,Finished
1991,7,French Grand Prix,magny_cours,1991-07-07,alesi,ferrari,6,4,4,3,72,Finished
1991,7,French Grand Prix,magny_cours,1991-07-07,patrese,williams,1,5,5,2,71,+1 Lap
1991,7,French Grand Prix,magny_cours,1991-07-07,cesaris,jordan,13,6,6,1,71,+1 Lap
1991,7,French Grand Prix,magny_cours,1991-07-07,gugelmin,leyton,9,7,7,0,70,+2 Laps
1991,7,French Grand Prix,magny_cours,1991-07-07,piquet,benetton,7,8,8,0,70,+2 Laps
1991,7,French Grand Prix,magny_cours,1991-07-07,martini,minardi,12,9,9,0,70,+2 Laps
1991,7,French Grand Prix,magny_cours,1991-07-07,herbert,team_lotus,20,10,10,0,70,+2 Laps
1991,7,French Grand Prix,magny_cours,1991-07-07,comas,ligier,14,11,11,0,70,+2 Laps
1991,7,French Grand Prix,magny_cours,1991-07-07,boutsen,ligier,16,12,12,0,69,+3 Laps
1991,7,French Grand Prix,magny_cours,1991-07-07,moreno,benetton,8,13,R,0,63,Physical
1991,7,French Grand Prix,magny_cours,1991-07-07,modena,tyrrell,11,14,R,0,57,Gearbox
1991,7,French Grand Prix,magny_cours,1991-07-07,grouillard,fondmetal,21,15,R,0,47,Oil leak
1991,7,French Grand Prix,magny_cours,1991-07-07,bernard,lola,23,16,R,0,43,Transmission
1991,7,French Grand Prix,magny_cours,1991-07-07,lehto,dallara,26,17,R,0,39,Tyre
1991,7,French Grand Prix,magny_cours,1991-07-07,blundell,brabham,17,18,R,0,36,Spun off
1991,7,French Grand Prix,magny_cours,1991-07-07,suzuki,lola,22,19,R,0,32,Transmission
1991,7,French Grand Prix,magny_cours,1991-07-07,alboreto,footwork,25,20,R,0,31,Gearbox
1991,7,French Grand Prix,magny_cours,1991-07-07,brundle,brabham,24,21,R,0,21,Gearbox
1991,7,French Grand Prix,magny_cours,1991-07-07,satoru_nakajima,tyrrell,18,22,R,0,12,Spun off
1991,7,French Grand Prix,magny_cours,1991-07-07,morbidelli,minardi,10,23,R,0,8,Collision
1991,7,French Grand Prix,magny_cours,1991-07-07,capelli,leyton,15,24,R,0,7,Spun off
1991,7,French Grand Prix,magny_cours,1991-07-07,berger,mclaren,5,25,R,0,6,Engine
1991,7,French Grand Prix,magny_cours,1991-07-07,gachot,jordan,19,26,R,0,0,Spun off
1991,8,British Grand Prix,silverstone,1991-07-14,mansell,williams,1,1,1,10,59,Finished
1991,8,British Grand Prix,silverstone,1991-07-14,berger,mclaren,4,2,2,6,59,Finished
1991,8,British Grand Prix,silverstone,1991-07-14,prost,ferrari,5,3,3,4,59,Finished
1991,8,British Grand Prix,silverstone,1991-07-14,senna,mclaren,2,4,4,3,58,Out of fuel
1991,8,British Grand Prix,silverstone,1991-07-14,piquet,benetton,8,5,5,2,58,+1 Lap
1991,8,British Grand Prix,silverstone,1991-07-14,gachot,jordan,17,6,6,1,58,+1 Lap
1991,8,British Grand Prix,silverstone,1991-07-14,modena,tyrrell,10,7,7,0,58,+1 Lap
1991,8,British Grand Prix,silverstone,1991-07-14,satoru_nakajima,tyrrell,15,8,8,0,58,+1 Lap
1991,8,British Grand Prix,silverstone,1991-07-14,martini,minardi,23,9,9,0,58,+1 Lap
1991,8,British Grand Prix,silverstone,1991-07-14,pirro,dallara,18,10,10,0,57,+2 Laps
1991,8,British Grand Prix,silverstone,1991-07-14,morbidelli,minardi,20,11,11,0,57,+2 Laps
1991,8,British Grand Prix,silverstone,1991-07-14,hakkinen,team_lotus,25,12,12,0,57,+2 Laps
1991,8,British Grand Prix,silverstone,1991-07-14,lehto,dallara,11,13,13,0,56,+3 Laps
1991,8,British Grand Prix,silverstone,1991-07-14,herbert,team_lotus,24,14,14,0,55,Oil pressure
1991,8,British Grand Prix,silverstone,1991-07-14,blundell,brabham,12,15,R,0,52,Engine
1991,8,British Grand Prix,silverstone,1991-07-14,cesaris,jordan,13,16,R,0,41,Spun off
1991,8,British Grand Prix,silverstone,1991-07-14,alesi,ferrari,6,17,R,0,31,Collision
1991,8,British Grand Prix,silverstone,1991-07-14,suzuki,lola,22,18,R,0,29,Collision
1991,8,British Grand Prix,silverstone,1991-07-14,boutsen,ligier,19,19,R,0,29,Engine
1991,8,British Grand Prix,silverstone,1991-07-14,brundle,brabham,14,20,R,0,28,Throttle
1991,8,British Grand Prix,silverstone,1991-07-14,alboreto,footwork,26,21,R,0,25,Transmission
1991,8,British Grand Prix,silverstone,1991-07-14,gugelmin,leyton,9,22,R,0,24,Chassis
1991,8,British Grand Prix,silverstone,1991-07-14,moreno,benetton,7,23,R,0,21,Gearbox
1991,8,British Grand Prix,silverstone,1991-07-14,bernard,lola,21,24,R,0,21,Transmission
1991,8,British Grand Prix,silverstone,1991-07-14,capelli,leyton,16,25,R,0,16,Spun off
1991,8,British Grand Prix,silverstone,1991-07-14,patrese,williams,3,26,R,0,1,Collision
1991,9,German Grand Prix,hockenheimring,1991-07-28,mansell,williams,1,1,1,10,45,Finished
1991,9,German Grand Prix,hockenheimring,1991-07-28,patrese,williams,4,2,2,6,45,Finished
1991,9,German Grand Prix,hockenheimring,1991-07-28,alesi,ferrari,6,3,3,4,45,Finished
1991,9,German Grand Prix,hockenheimring,1991-07-28,berger,mclaren,3,4,4,3,45,Finished
1991,9,German Grand Prix,hockenheimring,1991-07-28,cesaris,jordan,7,5,5,2,45,Finished
1991,9,German Grand Prix,hockenheimring,1991-07-28,gachot,jordan,11,6,6,1,45,Finished
1991,9,German Grand Prix,hockenheimring,1991-07-28,senna,mclaren,2,7,7,0,44,Out of fuel
1991,9,German Grand Prix,hockenheimring,1991-07-28,moreno,benetton,9,8,8,0,44,+1 Lap
1991,9,German Grand Prix,hockenheimring,1991-07-28,boutsen,ligier,17,9,9,0,44,+1 Lap
1991,9,German Grand Prix,hockenheimring,1991-07-28,pirro,dallara,18,10,10,0,44,+1 Lap
1991,9,German Grand Prix,hockenheimring,1991-07-28,brundle,brabham,15,11,11,0,43,+2 Laps
1991,9,German Grand Prix,hockenheimring,1991-07-28,blundell,brabham,21,12,12,0,43,+2 Laps
1991,9,German Grand Prix,hockenheimring,1991-07-28,modena,tyrrell,14,13,13,0,41,+4 Laps
1991,9,German Grand Prix,hockenheimring,1991-07-28,prost,ferrari,5,14,R,0,37,Spun off
1991,9,German Grand Prix,hockenheimring,1991-07-28,capelli,leyton,12,15,R,0,36,Engine
1991,9,German Grand Prix,hockenheimring,1991-07-28,lehto,dallara,20,16,R,0,35,Engine
1991,9,German Grand Prix,hockenheimring,1991-07-28,piquet,benetton,8,17,R,0,27,Engine
1991,9,German Grand Prix,hockenheimring,1991-07-28,satoru_nakajima,tyrrell,13,18,R,0,26,Gearbox
1991,9,German Grand Prix,hockenheimring,1991-07-28,comas,ligier,26,19,R,0,22,Engine
1991,9,German Grand Prix,hockenheimring,1991-07-28,gugelmin,leyton,16,20,R,0,21,Gearbox
1991,9,German Grand Prix,hockenheimring,1991-07-28,hakkinen,team_lotus,23,21,R,0,19,Engine
1991,9,German Grand Prix,hockenheimring,1991-07-28,suzuki,lola,22,22,R,0,15,Engine
1991,9,German Grand Prix,hockenheimring,1991-07-28,morbidelli,minardi,19,23,R,0,14,Differential
1991,9,German Grand Prix,hockenheimring,1991-07-28,martini,minardi,10,24,R,0,11,Differential
1991,9,German Grand Prix,hockenheimring,1991-07-28,bernard,lola,25,25,R,0,9,Transmission
1991,9,German Grand Prix,hockenheimring,1991-07-28,larini,lambo,24,26,R,0,0,Spun off
1991,10,Hungarian Grand Prix,hungaroring,1991-08-11,senna,mclaren,1,1,1,10,77,Finished
1991,10,Hungarian Grand Prix,hungaroring,1991-08-11,mansell,williams,3,2,2,6,77,Finished
1991,10,Hungarian Grand Prix,hungaroring,1991-08-11,patrese,williams,2,3,3,4,77,Finished
1991,10,Hungarian Grand Prix,hungaroring,1991-08-11,berger,mclaren,5,4,4,3,77,Finished
1991,10,Hungarian Grand Prix,hungaroring,1991-08-11,alesi,ferrari,6,5,5,2,77,Finished
1991,10,Hungarian Grand Prix,hungaroring,1991-08-11,capelli,leyton,9,6,6,1,76,+1 Lap
1991,10,Hungarian Grand Prix,hungaroring,1991-08-11,cesaris,jordan,17,7,7,0,76,+1 Lap
1991,10,Hungarian Grand Prix,hungaroring,1991-08-11,moreno,benetton,15,8,8,0,76,+1 Lap
1991,10,Hungarian Grand Prix,hungaroring,1991-08-11,gachot,jordan,16,9,9,0,76,+1 Lap
1991,10,Hungarian Grand Prix,hungaroring,1991-08-11,comas,ligier,25,10,10,0,75,+2 Laps
1991,10,Hungarian Grand Prix,hungaroring,1991-08-11,gugelmin,leyton,13,11,11,0,75,+2 Laps
1991,10,Hungarian Grand Prix,hungaroring,1991-08-11,modena,tyrrell,8,12,12,0,75,+2 Laps
1991,10,Hungarian Grand Prix,hungaroring,1991-08-11,morbidelli,minardi,23,13,13,0,75,+2 Laps
1991,10,Hungarian Grand Prix,hungaroring,1991-08-11,hakkinen,team_lotus,26,14,14,0,74,+3 Laps
1991,10,Hungarian Grand Prix,hungaroring,1991-08-11,satoru_nakajima,tyrrell,14,15,15,0,74,+3 Laps
1991,10,Hungarian Grand Prix,hungaroring,1991-08-11,larini,lambo,24,16,16,0,74,+3 Laps
1991,10,Hungarian Grand Prix,hungaroring,1991-08-11,boutsen,ligier,19,17,17,0,71,Engine
1991,10,Hungarian Grand Prix,hungaroring,1991-08-11,martini,minardi,18,18,R,0,65,Engine
1991,10,Hungarian Grand Prix,hungaroring,1991-08-11,blundell,brabham,20,19,R,0,62,Tyre
1991,10,Hungarian Grand Prix,hungaroring,1991-08-11,brundle,brabham,10,20,R,0,59,Physical
1991,10,Hungarian Grand Prix,hungaroring,1991-08-11,lehto,dallara,12,21,R,0,49,Engine
1991,10,Hungarian Grand Prix,hungaroring,1991-08-11,piquet,benetton,11,22,R,0,38,Gearbox
1991,10,Hungarian Grand Prix,hungaroring,1991-08-11,bernard,lola,21,23,R,0,38,Engine
1991,10,Hungarian Grand Prix,hungaroring,1991-08-11,suzuki,lola,22,24,R,0,38,Engine
1991,10,Hungarian Grand Prix,hungaroring,1991-08-11,pirro,dallara,7,25,R,0,37,Engine
1991,10,Hungarian Grand Prix,hungaroring,1991-08-11,prost,ferrari,4,26,R,0,28,Engine
1991,11,Belgian Grand Prix,spa,1991-08-25,senna,mclaren,1,1,1,10,44,Finished
1991,11,Belgian Grand Prix,spa,1991-08-25,berger,mclaren,4,2,2,6,44,Finished
1991,11,Belgian Grand Prix,spa,1991-08-25,piquet,benetton,6,3,3,4,44,Finished
1991,11,Belgian Grand Prix,spa,1991-08-25,moreno,benetton,8,4,4,3,44,Finished
1991,11,Belgian Grand Prix,spa,1991-08-25,patrese,williams,17,5,5,2,44,Finished
1991,11,Belgian Grand Prix,spa,1991-08-25,blundell,brabham,13,6,6,1,44,Finished
1991,11,Belgian Grand Prix,spa,1991-08-25,herbert,team_lotus,21,7,7,0,44,Finished
1991,11,Belgian Grand Prix,spa,1991-08-25,pirro,dallara,25,8,8,0,43,+1 Lap
1991,11,Belgian Grand Prix,spa,1991-08-25,brundle,brabham,16,9,9,0,43,+1 Lap
1991,11,Belgian Grand Prix,spa,1991-08-25,grouillard,fondmetal,23,10,10,0,43,+1 Lap
1991,11,Belgian Grand Prix,spa,1991-08-25,boutsen,ligier,18,11,11,0,43,+1 Lap
